0	12880617894865
1	9242015695066
2	13287490178299
3	3271007213895
4	14094628931441
5	2764785541625
6	11183537773026
7	6526758949691
8	13761128155951
9	6171068731431
10	951
11	708
12	3058
13	2047
14	597
15	236
16	3419
17	1238
18	933
19	931
20	4527096398392
21	818
22	495
23	918
24	6106211297008
25	1870
26	2583438138776
27	1054
28	1745139722769
29	1029
30	1484
31	1698
32	3809173375625
33	1109
34	652
35	1065
36	1157221569460
37	467
38	814
39	1046
40	5756438723618
41	1233
42	1913
43	1776
44	4320
45	2203
46	1626
47	965
48	6275843208097
49	1860
50	1665
51	723
52	3107
53	1980
54	967
55	734
56	2098519385489
57	2098519383548
58	2177
59	1368
60	2641446857667
61	1530
62	1640
63	1832
64	3083
65	2147
66	1741
67	1225735235720
68	2119
69	1473
70	2612
71	1152
72	1415711623737
73	2187
74	1987
75	2384
76	4203
77	2583438139425
78	2195
79	1035
80	6621928133766
81	1379
82	1360
83	735
84	1157221569062
85	809
86	1157221568414
87	693
88	3054
89	1583
90	616
91	1157221567600
92	2862
93	497
94	2098519383484
95	518
96	6102523649378
97	704
98	905
99	841
104	692
106	187
112	1176
113	105
120	221
123	146
128	49
131	4
133	17
134	3
136	339
138	25
141	14
142	6
144	396
151	95
152	170
159	49
160	914
162	54
168	726
169	71
176	880
177	22
178	24
183	11
184	296
187	11
188	44
191	17
192	161
194	31
195	367
197	81
200	418
201	23
204	304
205	23
206	41
207	67
208	79
209	169
210	481
213	715
214	141
215	213
216	427
217	51
218	30
220	152
222	223
223	3
224	1004
225	200
226	1028
228	83
230	174
231	10
232	69
233	126
234	21
236	56
237	180
238	116
239	24
240	566
241	55
242	151
243	109
245	23
246	14
248	363
249	363
250	142
254	513
256	518
257	109
258	140
259	90
260	196
262	221
263	98
264	557
265	339
266	7
267	103
268	13
269	290
271	31
272	58
273	49
274	11
275	408
276	28
277	224
278	7
279	204
280	371
282	90
283	56
284	239
285	199
288	426
290	88
291	507
293	647
294	11
295	47
296	431
299	202
301	35
302	226
303	4
304	347
305	76
307	121
308	194
310	231
311	11
312	438
313	7
314	715
315	62
316	127
318	113
319	76
320	185
321	82
322	206
323	675
325	11
327	137
328	924
330	35
332	170
333	10
336	677
338	785
340	543
342	39
344	533
346	260
347	139
349	47
350	409
352	126
353	174
355	263
356	774
357	31
358	79
360	334
361	205
364	71
366	118
367	10
368	308
370	6
372	277
374	14
375	35
376	899
377	181
378	44
380	28
381	28
383	50
384	269
385	16
386	333
388	120
389	141
391	29
392	435
393	92
394	391
395	137
397	68
398	55
400	830
401	44
402	177
403	10
404	289
405	197
406	87
408	513
409	213
412	226
414	14
416	328
418	149
419	9
420	64
423	134
424	703
425	339
426	53
431	495
432	64
433	114
434	92
435	140
436	3
437	296
439	37
440	290
441	16
444	224
445	94
446	269
447	93
448	165
449	196
451	3
452	11
453	745
454	227
455	212
456	849
457	671
461	86
462	53
463	96
464	8
465	127
467	5
469	59
471	85
472	619
473	59
476	13
477	45
479	121
480	188
481	380
483	144
485	450
486	10
487	39
488	567
489	254
491	63
494	7
495	19
496	611
497	100
501	603
503	283
504	79
506	95
508	2
509	47
512	646
514	411
515	145
518	593
520	563
522	252
524	80
526	165
527	10
528	576
530	198
532	73
534	406
535	580
536	986
538	4
540	61
541	42
542	3
544	2188
545	103
548	23
550	51
552	187
553	126
554	178
556	264
558	18
560	2071
562	145
564	190
566	262
567	505
568	102
570	62
572	73
574	156
576	203
578	81
580	174
582	305
584	133
585	38
586	73
588	390
591	6
592	398
593	699
595	16
597	75
598	57
599	605
600	934
601	21
605	150
606	186
607	196
608	164
609	80
611	153
613	3
615	264
616	6
617	58
620	184
621	89
623	136
624	144
625	81
627	161
629	7
630	28
631	326
632	357
633	71
635	509
637	43
639	82
640	645
642	505
643	164
645	54
646	1
647	175
648	422
649	33
651	186
653	511
656	254
657	12
659	196
661	110
663	718
664	234
667	30
671	112
672	126
673	5
678	31
680	1527
684	532
688	1430
692	33
695	12
696	771
697	105
700	172
702	118
704	277
705	183
706	108
708	326
712	808
713	40
714	263
716	33
718	201
720	1093
722	21
724	53
728	882
729	47
730	135
731	141
736	300
740	75
741	51
742	15
744	366
748	3
750	10
752	977
756	11
758	58
759	22
760	811
761	686
763	143
765	46
767	43
768	279
769	26
771	21
775	25
776	210
777	216
778	196
779	16
781	383
784	345
785	89
786	142
787	105
791	19
792	518
793	326
794	23
795	61
797	317
799	239
800	436
803	99
805	42
808	279
809	644
811	50
813	149
815	418
816	567
817	273
818	190
819	152
820	135
821	176
824	42
825	422
827	159
828	15
829	2
830	7
831	11
832	359
833	144
836	43
837	21
838	148
839	152
840	813
841	258
843	9
846	120
847	49
848	378
849	95
850	43
852	9
854	141
855	45
856	128
857	24
858	514
859	103
860	273
862	219
865	56
866	13
872	1629
874	89
875	163
876	88
878	74
880	428
882	1
883	23
884	232
885	28
888	264
890	186
891	1
892	11
893	40
894	23
896	464
897	190
898	151
899	96
900	75
901	33
902	191
904	112
906	165
908	140
910	141
912	354
914	12
916	563
918	178
919	15
920	819
922	604
924	485
927	62
928	218
929	3
930	17
933	68
935	39
936	450
937	79
938	100
939	8
941	174
943	326
944	661
945	2
946	56
949	45
952	526
953	51
955	431
957	55
959	1
960	73
962	49
963	31
965	30
968	1278
969	104
971	204
973	283
976	294
977	131
980	122
981	308
982	10
983	26
984	731
985	31
987	483
989	183
990	239
991	37
992	241
993	60
999	53
1008	6
1040	24
1112	1
1128	78
1152	66
1168	67
1184	15
1200	239
1216	119
1248	75
1256	125
1272	37
1280	54
1312	110
1328	709
1344	408
1360	175
1376	342
1400	26
1424	18
1448	239
1488	109
1504	2
1568	18
1576	130
1600	34
1632	9
1648	8
1696	475
1752	419
1768	79
1776	62
1792	322
1840	332
1896	79
1912	87
1920	197
1928	28
1952	70
1968	23
1984	103
2000	213
2016	168
2024	6080148637464
2048	790595824820
2056	8
2072	236
2088	174
2128	91
2144	50
2160	446
2176	73
2200	31
2216	78
2232	12
2248	49
2272	45
2304	229
2318	3
2336	157
2338	75
2360	76
2383	186
2408	1
2424	16
2441	49
2448	463
2457	3195088001552
2461	30
2480	260
2496	151
2512	79
2536	39
2544	179
2564	118
2576	31
2592	195
2608	3929583542797
2623	24
2624	17
2656	13
2672	10
2680	53
2688	28
2696	50
2726	37
2744	28
2746	9
2765	76
2816	86
2832	23
2848	2
2849	81
2856	34
2864	28
2867	1865262967713
2880	790595824820
2888	709
2896	6
2904	24
2928	205
2992	105
3008	2
3016	99
3031	18
3064	83
3072	84
3088	2
3104	282
3120	79
3136	146
3154	168
3168	84
3173	6
3176	223
3184	1
3192	380
3200	151
3248	134
3264	20
3277	3929583542792
3280	530
3296	123
3312	302
3316	1
3344	98
3352	22
3392	221
3400	28
3419	319
3424	109
3472	43
3520	60
3552	9
3568	124
3584	69
3600	168
3616	7
3632	87
3664	35
3672	7
3685	79
3686	1762438707462
3724	34
3760	56
3776	17
3816	27
3827	19
3848	8
3904	105
3920	113
3936	5
3937	107
3950	299
3976	259
3984	22
3992	153
4000	113
4008	325
4016	59
4024	191
4048	8757927841508
4080	80
4096	68
4104	10
4112	303
4120	56
4132	103
4151	191
4153	276
4168	44
4170	121
4178	32
4195	43
4220	16
4224	8
4235	57
4245	342
4255	31
4256	1019
4261	158
4270	55
4272	57
4294	259
4311	299
4328	118
4344	71
4361	78
4377	261
4378	84
4384	86
4394	83
4400	529
4410	30
4416	669
4417	62
4427	160
4432	37
4435	266
4444	473
4456	16
4460	4
4477	24
4485	22
4493	2
4504	70
4510	1019
4518	52
4520	121
4543	9
4544	94
4559	86
4560	28
4576	355
4585	41
4592	6
4593	80
4608	38
4609	115
4616	122
4624	186
4626	6
4643	943
4659	78
4676	65
4680	80
4682	22
4692	128
4701	239
4702	18
4704	117
4709	37
4726	23
4736	24
4742	49
4752	26
4759	93
4775	108
4784	22
4786	9
4792	108
4808	168
4809	81
4824	127
4825	489
4840	1019
4842	73
4850	19
4858	24
4864	1
4875	174
4880	64
4908	191
4912	264
4916	332
4949	42
4952	13
4958	28
4966	264
4974	413
4983	8
5000	160
5016	60
5024	119
5032	84
5040	1
5041	79
5049	26
5066	78
5071	98
5082	1
5090	408
5099	129
5107	7
5110	70
5112	99
5115	21
5120	17
5140	94
5148	52
5165	70
5173	56
5182	53
5184	2
5198	71
5200	75
5213	256
5215	1
5223	18
5231	140
5232	322
5233	179
5240	175
5248	324
5252	26
5265	256
5281	19
5288	181
5298	49
5304	4
5306	322
5312	80
5323	239
5331	77
5336	259
5344	109
5347	27
5356	128
5364	68
5372	195
5381	25
5392	18
5397	81
5408	27
5414	213
5439	123
5447	5
5448	19
5463	59
5480	35
5497	302
5504	59
5505	127
5518	64
5520	118
5530	17
5536	40
5537	15
5552	94
5563	66
5571	49
5579	5
5608	31
5621	125
5638	695
5641	8
5656	299
5671	260
5680	23
5704	669
5712	66
5737	15
5760	109
5762	4
5764	60
5768	57
5770	319
5779	37
5800	98
5803	78
5804	85
5820	44
5824	46
5837	121
5840	18
5845	79
5853	43
5856	179
5870	127
5872	35
5888	22
5903	325
5911	21
5919	95
5928	28
5936	98
5944	22
5953	87
5969	527
5986	8
6000	1
6002	31
6016	382
6032	1865262967794
6036	419
6044	24
6049	302
6052	75
6060	80
6062	2
6068	285
6072	2156708632785
6088	197
6102	147
6104	43
6112	32
6120	24
6135	40
6143	21
6152	2
6168	141
6176	303
6191	15
6208	120
6211	79
6230	320
6232	209
6235	408
6268	3
6280	19
6284	41
6288	191
6293	12
6301	380
6309	303
6320	6
6326	50
6342	14
6352	15
6359	28
6367	120
6368	49
6376	8
6392	205
6425	21
6434	103
6440	71
6442	113
6450	84
6458	6
6475	179
6480	273
6496	229
6500	168
6508	30
6517	70
6525	56
6528	858
6552	72
6558	7
6566	223
6568	10
6574	131
6583	17
6591	31
6599	25
6600	21
6608	130
6616	56
6619	6
6624	112
6633	213
6640	153
6656	223
6657	50
6672	135
6674	19
6688	1
6699	116
6707	285
6724	22
6728	18
6740	72
6757	181
6761	116
6765	266
6774	125
6776	9
6782	78
6790	75
6798	64
6800	14
6807	67
6816	353
6832	30
6840	179
6848	26
6856	63
6865	60
6873	1
6881	2
6888	70
6890	6
6898	153
6904	86
6906	75
6912	72
6923	16
6931	28
6936	4
6939	2
6944	3
6948	79
6956	64
6960	23
6964	369
6973	103
6976	75
6989	9
6992	37
7007	93
7008	332
7014	57
7022	18
